sku,marketplace_item_name_ar,marketplace_item_name_en,seller_item_name
2956,اماجلوست 2/30 مجم 30 قرص,AMAGLUST 30MG/2 MG 30 TAB,اماجلوست30/2مجم اقراص
2635,بيرفكت كير محلول عدسات 120 مل,PERFECT CARE SOLUTION 120 ML,بيرفكت كير محلول 120 مل س ج /اوركيديا
3770,اكتوفنت سي آر 4 مجم 20 قرص,OCTOVENT CR 4 MG 20 TAB,اكتوفنت سى ار
8931,ايزيس نعناع 12 فلتر,ISIS PEPPERMINT 12 FILTER,نعناع ايزيس 12 فلتر س 17ج
2226,ابيكسيدون 1 مجم 20 قرص,APEXIDONE 1 MG 20 TAB,ابيكسدون 1 مجم اقراص
3381,يوريبان 0.1 % شراب 120 مل,URIPAN 0.1% SYRUP 120 ML,يوريبان شراب
52,دوفاستون 10 مجم 60 قرص,DUPHASTON 10 MG 60 TAB,دوفاستون 3شريط س ج/ابوت
1218,تيراتام اكس آر 500 مجم 20 قرص,TIRATAM XR 500 MG 20 TAB,تيراتام 500 اكس ار اقراص سعر96
10,بانادول اكسترا 24 قرص,PANADOL EXTRA 24 TAB,بانادول اكسترا/34ج س.جديد
1534,رومانتيجرا 20 مجم 4 قرص,ROMANTIGRA 20 MG 4 TAB,رومانتيجرا20مجم4قرص
1513,كاندلكان 16 مجم 14 قرص,CANDALKAN 16 MG 14 TAB,كاندلكان 16مجم 14قرص س.ج
3114,سالبوفنت 2 مجم /5 مل شراب 120 مل,SALBOVENT SYRUP 120 ML,سالبوفنت120ملل شراب/الاسكندرية س.ج
147,فيروترون 30 كبسول,FERROTRON 30 CAP,فيروترون3شريط جديد
4743,ميكروسيرك 16 مجم 20 قرص,MICROSERC 16 MG 20 TAB,ميكروسيرك 16 مجم - 20 قرص
1525,بيونال 30 كبسولة,BIONAL 30 CAP,بيونال سعر جدديددد
2078,انكونت ال ايه 4 مجم 30 قرص,INCONT L.A 4 MG 30 TAB,انكونت ط.م اقراص
543,برونتوجيست 100مجم / 2 مل 10 امبول,PRONTOGEST 100 MG/2 ML I.M.10 AMP.,0برونتوجيست امبول س ج
2121,ديباكين 57.64 مجم / مل شراب 125 مل,DEPAKINE 5.76 MG SYRUP 125 ML,ديباكين شراب 125مل س.ج
1955,دايجيست ايزى 20 كبسول,DIGEST EZE 20 CAP,ديجست ايز كبسول
121,كولوفيرين دى 30 قرص,COLOVERIN-D 30 TAB,كولوفرين د 3شريط س ج
2279,ماء غريب بامبينو شراب 120 مل,GRIPE WATER BAMBIN SYRUP 120 ML,GRIPE WATER BAMBIN SYRUP 120 ML
1305,لوفير 400 مجم 10 قرص,LOVIR 400 MG 10 TAB,لوفير 400 /2شريط س0ج
4750,دولسيل 1 مجم 30 قرص,DOLCYL 1 MG 30 TAB,دولسيل 1مج30ق س ج/المهن
60,ريفاروسبير 10 مجم 20 قرص,RIVAROSPIRE 10 MG 20 TAB,ريفاروسبيرو 10مجم 20قرص
58,ديكساميثازون-العامرية 8 مجم / 2 مل 3 امبول,DEXAMETHASONE-AMRIYA 8 MG/2 ML 3 AMP.,ديكساميثازون امبول/العامريه قديم
179,سيلدافا 100 مجم 12 قرص,SILDAVA 100 MG 12 TAB,سيلدافا
918,نانازوكسيد 100مجم/5مل شراب معلق 60 مل,NANAZOXID 100 MG/5ML SUSP. 60 ML,NANAZOXID 100 MG/5ML SUSP. 60 ML
334,جابيماش 300 مجم 30 قرص,GABIMASH 300 MG 30 TAB,جابى ماش 300 مج اقراص
2137,كالسيوم دي 3 اف 30 قرص,CALCIUM-D3 F 30 TAB,كالسيوم د ثرى اف اقراص
1091,دوسباتالين ريتارد 200 مجم 30 كبسول,DUSPATALIN RETARD 200 MG 30 CAP,دوسباتلين 200جم س.ج
477,جستيكول 20 مجم 14 قرص,JUSTECHOL 20 MG 14 TAB,جستيكول 20مجم اقراص 2شريط س ج
477,جستيكول 20 مجم 14 قرص,JUSTECHOL 20 MG 14 TAB,جستيكول20 مجم 14 قرص
2155,ابيكوتيل 20 مجم 10 قرص,EPICOTIL 20 MG 10 TAB,ابيكوتيل اقراص
692,دولفين 12.5 مجم 10 أقماع,DOLPHIN 12.5 MG 10 SUPP.,دولفن 12.5 لبوس 2 شريط سعر 36
422,تافاسين 750 مجم 5 قرص,TAVACIN 750 MG 5 TAB,تافاسين 750مجم 5قرص 96ج
3021,اميولانت 20 كبسولة,IMMULANT 20 CAP,اميولانت كبسول*/س ج
3752,فاستل 180 مجم 20 قرص,FASTEL 180 MG 20 TAB,فاستل 180مجم 20 قرص /الاوربية##
1296,سيردالود 2 مجم 20 قرص,SIRDALUD 2 MG 20 TAB,سيردالود 2 مجم ق 24ج
116,جليبتس بلس 50/1000 مجم 30 قرص,GLIPTUS PLUS 50/1000 MG 30 TAB,جلبتس بلاس50/1000 س ج 2
116,جليبتس بلس 50/1000 مجم 30 قرص,GLIPTUS PLUS 50/1000 MG 30 TAB,جليبتس بلس 1000/50 3شريط سعر 192 ج
2016,ابيكسيدون 4 مجم 30 قرص,APEXIDONE 4 MG 30 TAB,ابيكسيدون 4مجم قرص س ج
1436,ديباكين 200 مجم / مل محلول بالفم 40 مل,DEPAKINE 200 MG/ML ORAL SOLUTION 40 ML,ديباكين نقط/س ج
1885,تادانيرفي 20 مجم 4 فيلم سريع الذوبان بالفم,TADANERFI 20 MG 4 O.D.F,تادانيرفى 20مجم 4 باتش$$
523,سنجيولير 10 مجم 14 قرص,SINGULAIR 10 MG 14 TAB,سنجولير10مجم قرص جدييييييييييد
1705,لاسيكس 24 قرص,LASIX 40 MG 24 TAB,لاسيكس ق
614,كوليروز 20 مجم 21 قرص,CHOLEROSE 20 MG 21 TAB,كوليروز20 مجم 3شريط
334,جابيماش 300 مجم 30 قرص,GABIMASH 300 MG 30 TAB,جابيماش 300مجم 30 قرص
3329,دورميفال 20 كبسولة,DORMIVAL 20 CAP,دورميفال 20كبسول س ج
2662,فلدين 20 مجم 10 قرص قابل للذوبان,FELDENE DISPERS 20 MG 10 TAB,فلدين 20مجم اقراص فوارة السعر الجديد
250,اوكاربون 30 قرص,EUCARBON 30 TAB,اوكاربون اقراص جديد 45ج
1615,ليفوهيستام 5مجم/10مل شراب 120 مل,LEVOHISTAM 2.5 MG/5MLS YRUP 120 ML,ليفوهيستام شراب س.ج
1385,روسيتور 20 مجم 14 قرص,ROSITOR 20 MG 14 TAB,روسيتور20مجم اقرص سعر جديد58
2521,ايزابريل 20 مجم 20 قرص,EZAPRIL 20 MG 20 TAB,ايزابريل 20 مجم ق 32ج جديد
370,فوربيودس 400/12 مكجم 60 كبسول استنشاق,FORBUDES 400/12MCG 60 INHALE CAP,فوربيودس بخاخ 6 شريط جديد
117,بيتولفكس 1مجم/مل 2 امبول عضل,BETOLVEX 1 MG/ML 2 AMP,بيتولفكس امبول سعر قديم
160,برونشيكم اليكسر شراب 100 مل,BRONCHICUM ELIXIR 100 ML,برونشيكم شرب س/ج
415,بيوفيت 12 ديبو 2 امبول عضل,BIOVIT-12 DEPOT I.M. 2 AMP.,بيوفيت 12 ديبوت 2 امبول س.ج
890,توينزول قطرة للعين 5 مل,TWINZOL EYE DROPS 5 ML,توينزول قطره ج
941,اوركاديكسولين قطرة عين 5 مل,ORCHADEXOLINE EYE DROPS 5 ML,اوركاديكسولين 5مل قطرة س جديد
4158,كوديلاترول 30 قرص,CO-DILATROL 30 TAB,كوديلاترول 25مجم 30 قرص
2811,فاسكولار 20 مجم 20 قرص,VASCULAR 20 MG 20 TAB,فاسكولار اقراص س ج
166,بانادول كولد آند فلو داي 24 قرص,PANADOL COLD&FLU DAY 24 TAB,بانادول كولد العلبة الصفراء ق
1019,فلدين 20 مجم / مل 6 امبول عضل,FELDENE 20 MG/ML I.M 6 AMP.,فلدين امبول 6 امبوله
1383,فيرسيرك 16 مجم 30 قرص,VERSERC 16 MG 30 TAB,فيرسيرك 16مج 30قرص س ج
249,سيتال 250مجم/5مل شراب معلق 60 مل,CETAL 250 MG SUSP. 60 ML,سيتال شراب 31ج
1408,يوريبان 5 مجم 30 قرص,URIPAN 5 MG 30 TAB,يوريبان 3 شريييط س ج
796,فنتال بخاخ انف 100 مكجم / 200 جرعة,VENTAL SPRAY 200 DOSE,فنتال بخاخه جديد 27.5ج
193,تلفاست 180 مجم 20 قرص,TELFAST 180 MG 20 TAB,تلفاست 180اقراص س ج
152,كيتولاك 30 مجم / 2 مل 5 امبول,KETOLAC 30 MG/2 ML 5 AMP.,كيتولاك 30 مجم / 2 مل 5 امبول
1328,بلوكاتنس 10/160مجم 28 قرص,BLOKATENS 10 MG/160 28 TAB,بلوكاتننس 10/160مجم اقراص
1563,الجزال كريم 40 جم,ALGESAL SURACTIVE CREAM 40 GM,الجزال كريم/كيميافارم سعر جديد=
925,جليبتس 50 مجم 30 قرص,GLIPTUS 50 MG 30 TAB,جلبتس 50 مجم عادى 30قرص-جديد
1484,موبيتيل 15 مجم / 1.5 مل 3 امبول,MOBITIL 15 MG/1.5 ML 3 AMP.,موبيتيل امبول/ س ج
4331,تومكس بلس 50 قرص,TOMEX PLUS 50 TAB,تومكس بلس اقراص س.ج
3689,اتورستات 10 مجم 14 قرص,ATORSTAT 10 MG 14 TAB,اتورستات 10 مجم 14 قرص
1385,روسيتور 20 مجم 14 قرص,ROSITOR 20 MG 14 TAB,روسيتور 20جم 14 قرص
3689,اتورستات 10 مجم 14 قرص,ATORSTAT 10 MG 14 TAB,اتورستات 10 مجم - 10 قرص
1317,تورسيريتك 10 مجم 30 قرص,TORSERETIC 10 MG 30 TAB,تورسيريتك 10مجم 3 شريط/ س ج
178,كلاريتين 10 مجم 20 قرص,CLARITINE 10 MG 20 TAB,كلاريتين اقراص2 شريط جديد
5590,موزابرايد 2.5 مجم 10 قرص,MOSAPRIDE 2.50 MG 10 TAB,موزابرايد 2.5مجم 10قرص
4213,اليفو 5 مجم 20 قرص,ALLEVO 5 MG 20 TAB,اليفو اقراص كيمافارم 2 شريط
2737,بترو 30 قرص,PETRO 30 TAB,بترو اقراص 3 شريط 34.5 ج
333,نيتروماك ريتارد 2.5 مجم 60 كبسولة,NITROMAK RETARD 2.5MG 60 CAP,نيتروماك ريتارد 2.5مجم 60ك س جديد *
3586,ميليتوفكس مت 5/1000 مجم 30 قرص,MELLITOFIX MET 5MG/1000 MG 30 TAB,ميليتوفكس مت 1000/5 ق
372,بيتاسيرك 16 مجم 60 قرص,BETASERC 16 MG 60 TAB,بيتاسيرك16مجم 60قرص سعر جديد
252,اماريل 3 مجم 30 قرص,AMARYL 3 MG 30 TAB,اماريل 3مل 3شريط/س ج$$$$
1816,كلوزابكس 25 مجم 50 قرص,CLOZAPEX 25 MG 50 TAB,كلوزابكس 25مجم اقراص
313,تلفاست 120 مجم 20 قرص,TELFAST 120 MG 20 TAB,تلفاست 120مجم/ 20 قرص
2620,نوفيستوريك 10 مجم 14 قرص,NOVISTORIC 10 MG 14 TAB,نوفوستيورك10 /14قرص
2450,دولسيل 6 مجم 30 قرص,DOLCYL 6 MG 30 TAB,دولسيل 6 مجم 66ج س.جديد
1322,استوهالت 40 مجم 14 كبسول,ESTOHALT 40 MG 14 CAP,استوهالت 40مجم اقراص س.ج
2750,اوركس بخاخ بالفم 60 مل,OREX SOLUTION 60 ML,اوريكس اسبراى /اوريجينال
1218,تيراتام اكس آر 500 مجم 20 قرص,TIRATAM XR 500 MG 20 TAB,تيراتام 500مج اكس ار 20قرص
9532,ستارفيل غسول وجه جل 200 مل,STARVILLE FACIAL CLEANSER 200 ML,ستارفيل غسول للبشره الدهنيه
2285,جراليبنتين اكس آر 300 مجم 30 قرص,GRALIPENTIN XR 300 MG 30 TAB,جراليبنتين 300مجم اكس ار اقراص
708,فلورست ان 20 قرص,FLUREST -N 20 TAB,فلورست ان 20 ق باكت120
1885,تادانيرفي 20 مجم 4 فيلم سريع الذوبان بالفم,TADANERFI 20 MG 4 O.D.F,تادانيرفى20 مجم 4فيلم
2453,داونستيرولين 10/40 مجم 28 قرص,DOWNSTEROLIN 10MG/40 MG 28 TAB,داونسترولين 40/10 اقراص28ق
2620,نوفيستوريك 10 مجم 14 قرص,NOVISTORIC 10 MG 14 TAB,نوفيستوريك 10 مجم 14 قرص 38 ج
1064,ثيوتاسيد مركب 300مجم 30 كبسول,THIOTACID COMPOUND 300 MG 30 CAP,ثيوتاسيد مركب 300 مجم
422,تافاسين 750 مجم 5 قرص,TAVACIN 750 MG 5 TAB,تافاسين750مجم قرص جدييييييييييييد
2036,الفانوفا بلس قطرة عين 5 مل,ALPHANOVA PLUS EYE DROPS 5 ML,الفانوفا بللللس قطرة
2529,كاردورا 1 مجم 21 قرص,CARDURA 1 MG 21 TAB,كاردورا 1 مجم اقراص س ج
4213,اليفو 5 مجم 20 قرص,ALLEVO 5 MG 20 TAB,اليفو 2شريط
1305,لوفير 400 مجم 10 قرص,LOVIR 400 MG 10 TAB,لوفير اقراص 2شريط/سعر جديد
4750,دولسيل 1 مجم 30 قرص,DOLCYL 1 MG 30 TAB,دولسيل 1مجم اقراص
1651,كال - بريج 30 قرص,CAL-PREG 500 MG 30 TAB,كال بريج 1600 جم
2488,جاتيستار 0.5 % قطرة عين 5 مل,GATISTAR 0.5% EYE DROPS 5 ML,جاتيستار قطره سعر جديد
3580,زيستريل 5 مجم 10 قرص,ZESTRIL 5 MG 10 TAB,زيستريل 5مجم اقراص
1278,تريب جولد 30 كبسول,TRIB GOLD 250 MG 30 CAP,تريب جولد 3شريط
1675,ادويفلام 75مجم/3مل 6 امبول,ADWIFLAM 75 MG/3 ML 6 AMP.,ادويفلام حقن 6 امبوله
5,بلافيكس 75 مجم 28 قرص,PLAVIX 75 MG 28 TAB,بلافكس 75مجم 28قرص يفتح عند الاستلام
3343,بكتيكلور 125مجم/5مل شراب معلق 60 مل,BACTICLOR 125 MG SUSP. 60 ML,بكتيكلور 125شرب/رانبكسى
2520,ريسباتيو 20 مجم 20 قرص,RESPATIO 20 MG 20 TAB,دى ديب 5000 اقراص
1329,افيكسور اكس آر 75 مجم 14 كبسول,EFEXOR XR 75 MG 14 CAP,ايفكسور 75مجم 14 كبسولة XR
4582,تكلو 30 قرص,TEKLO 130 MG 30 TAB,تكلو * 3شريط/30ج
10,بانادول اكسترا 24 قرص,PANADOL EXTRA 24 TAB,بانادول اكسترا 24ق /الاسكندرية
26,اريك 100 مجم 12 قرص,EREC 100 MG 12 TAB,اريك 3 شريييط *** سعر جديد ركززز
121,كولوفيرين دى 30 قرص,COLOVERIN-D 30 TAB,كولوفرين د سعر جديددددد
487,بليجيكا 1 % قطرة عين 10 مل,PLEGICA 1% EYE DROPS 10 ML,بليجيكا قطرة 27ج
319,اتور 20 مجم 10 قرص,ATOR 20 MG 10 TAB,اتور 20مجم اقراص
666,ال-كارنيتين 20 كبسولة,L-CARNITINE 350 MG 20 CAP,ال كارنيتين 20ك/ميباكو جديد
1905,جاروبرايد 50 مجم 30 قرص,GAROPRIDE 50 MG 30 TAB,جاروبرايد - 30 قرص
708,فلورست ان 20 قرص,FLUREST -N 20 TAB,فلورست اقراص س.ج
1494,اكس تينشن بلس 300/12.5 مجم 28 قرص,X-TENSION PLUS 300MG/12.5 MG 28 TAB,اكس تنشن 300 بلاس4شريطط
1412,كورتيبليكس ب 6 للاطفال 3 امبول,CORTIPLEX B6 PEDIATRIC 3 AMP.,كورتيبليكس اطفال امبول س ج
5877,ديسبركام 10 مجم 20 قرص قابل للذوبان,DISPERCAM 10 MG 20 ORO-DISPERSIBLE TAB,ديسبركام10مجم اقراص المهن
5,بلافيكس 75 مجم 28 قرص,PLAVIX 75 MG 28 TAB,بلافيكس جديد
1394,ايسوبتن ريتارد 240 مجم 30 قرص,ISOPTIN SR 240 MG 30 TAB,ايسوبتن 240مجم
2137,كالسيوم دي 3 اف 30 قرص,CALCIUM-D3 F 30 TAB,كالسيوم دى ثرى اف اقراص سعر ج
3770,اكتوفنت سي آر 4 مجم 20 قرص,OCTOVENT CR 4 MG 20 TAB,اوكتوفنت س ار 4 اقراص
2629,دوكسيرازول 30 مجم 14 كبسول,DOXIRAZOL 30 MG 14 CAP,دوكسيرازول 30مجم كبسول س ج
48,امبيزيم-جى 30 قرص,AMBEZIM-G 30 TAB,امبيزيم ج 30قرص
1563,الجزال كريم 40 جم,ALGESAL SURACTIVE CREAM 40 GM,الجزال كريم18جنيه
2296,اكس تينشن 150 مجم 28 قرص,X-TENSION 150 MG 28 TAB,اكستنشن 150 مجم28 قرص س.ج.
3711,سيكودال 2 مجم 30 قرص,PSYCHODAL 2 MG 30 TAB,سيكودال 2 اقراص
1084,لاسيكس 2مل 3 امبول,LASIX 20 MG/2 ML 3 AMP.,لاسيكس 20مج 3امبول س ج/سانوفي افنتس
1615,ليفوهيستام 5مجم/10مل شراب 120 مل,LEVOHISTAM 2.5 MG/5MLS YRUP 120 ML,ليفوهيستام 125 ملل شراب سعر جديد
1111,فيروجلوبين شراب 120 مل,FEROGLOBIN SYRUP 120 ML,فيروجلوبين شراب جديد
2016,ابيكسيدون 4 مجم 30 قرص,APEXIDONE 4 MG 30 TAB,ابيكسيدون 4مل س.ج
279,انافرونيل 75 مجم اس ار 20 قرص,ANAFRONIL 75 MG 20 TAB,انافرانيل 75 -- 2 شريط
353,جويبوكس 60 مجم 6 قرص,JOYPOX 60 MG 6 TAB,جويبوكس 60مجم 6 قرص س.ق
360,ترنتال اس آر 400 مجم 20 قرص,TRENTAL SR 400 MG 20 TAB,ترنتال400اس ار اقراص
3132,دولسيل 4 مجم 30 قرص,DOLCYL 4 MG 30 TAB,دولسيل 4مجم 3 شريط_30
2470,وينديبين 5 مجم 30 قرص,WINDIPINE 5 MG 30 TAB,وينديبين5مجم 30قرص
213,اماريل 4 مجم 30 قرص,AMARYL 4 MG 30 TAB,اماريل 4 اقراص@
924,دانتريلاكس مركب 30 كبسولة,DANTRELAX COMPOUND 30 CAP,دانتريلاكس مركب
73,تافانيك 500 محم 5 قرص,TAVANIC 500 MG 5 TAB,تافانيك 500 محم 5 قرص
4305,رينكس 0.1% نقط أنف للكبار 10 مل,RHINEX ADULT 0.1% NASAL DROPS 10 ML,رينكس نقط كبار 0.1 مجم
479,فيبراميسين 100 مجم 10 كبسولات,VIBRAMYCIN 100 MG 10 CAP,فيبراميسن كبسول(س ج
53,زيثرون 500 مجم 5 قرص,XITHRONE 500 MG 5 TAB,زيثرون 5قرص 500مجم
1218,تيراتام اكس آر 500 مجم 20 قرص,TIRATAM XR 500 MG 20 TAB,تيراتام500 اكس ار
323,كتافلام 75 مجم / 3 مل 6 امبول,CATAFLAM 75 MG/3 ML 6 AMP.,كتافلام75مجم6امبول
1522,هيدروفيرين 50مجم/مل نقط بالفم 30 مل,HYDROFERRIN 50MG/ML ORAL DROPS 30 ML,هيدروفيرين نقط بالفم(50مج)30مل س ج/برج
1707,ليفانيك 500 مجم 7 قرص,LEVANIC 500 MG 7 TAB,ليفانك500مجم/7قرص
73,تافانيك 500 محم 5 قرص,TAVANIC 500 MG 5 TAB,تافانيك 500مجم 5 قرص
2510,ازجوفانس 40/1100 مجم 7 كبسولة,AZGOVANC 40/1100 MG 7 CAP,ازجوفانس 40 مجم كبسول *10
454,ناتريليكس اس آر 1.5 مجم 30 قرص,NATRILIX C. S.R. 1.50 MG 30 TAB,ناتريليكس اقراص/س ج
46,كتافاست 50 مجم 9 كيس,CATAFAST 50 MG 9 SACHETS,كتافاست 50 مجم
523,سنجيولير 10 مجم 14 قرص,SINGULAIR 10 MG 14 TAB,سنجيولير 10مجم س ج
3562,تورسيريتك 5 مجم 30 قرص,TORSERETIC 5 MG 30 TAB,TORSERETIC TABS 5 MG 30
2453,داونستيرولين 10/40 مجم 28 قرص,DOWNSTEROLIN 10MG/40 MG 28 TAB,داونستيرولين10/40 اقراص
2068,سلفستر 1 20 كبسول,SYLVESTRE-1 20 CAP,SYLVESTRE-1 20 CAP
481,جليبتس بلس 50/850 مجم 30 قرص,GLIPTUS PLUS 50/850 MG 30 TAB,جليبتس بلس850/50ق س ج/ايفا
1474,البافيت بالحديد شراب 60 مل,ELBAVIT SYRUP IRON 60 ML,البافيت شراب بالحديد س.ج
3480,ماكسيكال دي شراب 120 مل,MAXICAL-D SUSP. 120 ML,ماكسيكال -د- شراب
1505,تريتاس كومب 5/25مجم 14 قرص,TRITACE COMP 5/25 MG 14 TAB,تريتاس كومب 2شريط/افنتس
4957,توبمود 50 مجم 30 كبسولة,TOPMODE 50 MG 30 CAP,توبمود 50مم ق
369,دوفالاك شراب 200 مل,DUPHALAC SYRUP 200 ML,دوفالاك شراب / س ج
585,اوستيوكير شراب 120 مل,OSTEOCARE SYRUP 120 ML,اوستيوكير شراب سعر40
1225,تاريفيد 200 مجم 10 قرص,TARIVID TABS 200 MG 10,تاريفيد 200مجم 10قرص س جديد
2006,التيازيم 60 مجم 40 قرص,ALTIAZEM 60 MG 40 TAB,التيازيم 4 شريط***
65,بيفاتراسين سبراى 150جم,BIVATRACIN SPRAY 150 ML,بيفاتراسين بخاخ /جديد باكت30
481,جليبتس بلس 50/850 مجم 30 قرص,GLIPTUS PLUS 50/850 MG 30 TAB,جليبتس50/850بلس جديد
1452,ال-كارنيتين بلس 20 قرص,L-CARNITINE PLUS 20 TAB,L-CARNITINE PLUS 20 TAB
2429,الليربان 1مجم/5مل شراب 100 مل,ALLERBAN 1MG/5ML SYRUP 100 ML,ALLERBAN 1MG/5ML SYRUP 100 ML
268,سيمباتكس 30 مجم 30 كبسول,CYMBATEX 30 MG 30 CAP,سيمباتكس30مجم30كبسوله # س.ج
198,فنتال مركب بخاخ عن طرق الفم 200 جرعة,VENTAL COMPOSITUM SPRAY 200 DOSE,فنتال كومب بخاخة س جديد
121,كولوفيرين دى 30 قرص,COLOVERIN-D 30 TAB,كولوفيرين د 30 قرص س 022
1243,فورتيموكس 5 مجم / مل قطرة عين 10 مل,FORTYMOX 0.5%EYE DROP 10 ML,فورتيموكس 10مل قطره للعين #
1367,انتيكوكس 15 مجم 30 قرص,ANTI-COX II 15 MG 30 TAB,انتى كوكس 15مل 3شريط جديد*
111,ديمرا 20 قرص,DIMRA 20 TAB,ديمرا اقراص 2 شريط (س ج
2080,رومارين 75 مج 3 امبول,RHEUMARENE 75 MG/3 ML I.M 3 AMP.,رومارين 75 مجم 3 امبول
1955,دايجيست ايزى 20 كبسول,DIGEST EZE 20 CAP,دايجيست ايزى كبسول س ج34
1884,ليليبيل 10 مجم 20 قرص,LELIPEL 10 MG 20 TAB,ليليبل 10 مجم 20 قرص س ج
4322,سيتابرونكس 20 مجم 14 قرص,CITAPRONEX 20 MG 14 TAB,سيتابرونكس 20مجم 14ق
399,اتور 40 مجم 10 قرص,ATOR 40 MG 10 TAB,اتور 40 مجم ق س ج/ابيكو
